Name,Suburb,city,Star Rating,Overall Guest rating,reviewName,count_rev
Guest House on Hyde,,Bellingen,4,9.6,guest-house-on-hyde,237
Springmead B&B,,Rydal,3.5,9.2,springmead-b-amp-b,284
Lennox Beach Resort,,Lennox Head,4,8.6,headland-beach-resort-lennox-head,596
Koala Shores Holiday Park,,Lemon Tree Passage,4.5,7.7,koala-shores-holiday-park,240
Pacific Garden Hotel,,Wamberal,4,5.2,pacific-garden-hotel,757
Highlands Motor Inn,,Oberon,4,9.1,highlands-motor-inn,724
The Rooms Milton,,Milton,4,8.4,the-rooms-milton,82
Harbourview House,,Bermagui,4,9.0,harbourview-motel,371
North Star Holiday Resort,,Hastings Point,4.5,9.0,big4-north-star-holiday-resort,248
Southern Comfort Motor Inn,,Cootamundra,4,9.0,southern-comfort-motor-inn,325
Starline Alpacas Farmstay Resort,,Broke,4,9.0,starline-alpacas-farmstay-resort,372
Bundle Hill Cottages,,Bawley Point,4,8.6,bundle-hill-cottages,148
Valley of the Waters B&B,,Wentworth Falls,4.5,9.4,valley-of-the-waters-b-amp-b,198
Maynestay Motel,,Gunnedah,4,9.1,maynestay-motel,94
Blueberry Hills On Comleroy,,Kurrajong,4,9.4,blueberry-hills-on-comleroy,221
The Man from Snowy River Hotel,,Perisher Valley,4,8.5,the-man-from-snowy-river-perisher-valley,180
Sportsmans Motor Inn,,Barooga,4,9.2,sportsmans-motor-inn,252
Leeton Heritage Motor Inn,,Leeton,4,8.9,leeton-heritage-motor-inn,395
Wombatalla,,Kangaroo Valley,4,8.7,wombatalla,140
The Quarters Forresters Beach,,Wamberal,4,8.4,forresters-beach-resort,493
Federation Motel Resort - Corowa,,Corowa,4,9.1,comfort-inn-federation,321
Hydro Majestic Blue Mountains,,Medlow Bath,4,7.6,hydro-majestic-blue-mountains,591
Caves Coastal,,Swansea,4.5,8.1,caves-beachside,457
Narrandera Club Motor Inn,,Narrandera,4,8.3,narrandera-club-motor-inn,462
Emerald Tropical Palms B & B,,Emerald Beach,4,9.3,emerald-tropical-palms,52
Closeburn House,,Mount Victoria,3.5,9.7,closeburn-house,287
Ramada Hotel & Suites by Wyndham Cabramatta,,Cabramatta,4,7.8,ramada-hotel-and-suites-sydney-cabramatta,367
Yamba Beach Motel,,Yamba,4.5,8.7,yamba-beach-motel,966
The Laurels B&B,,Kangaroo Valley,3.5,9.6,the-laurels-b-amp-b,183
Ingenia Holidays Lake Conjola,,Conjola,4,8.9,active-holidays-lake-conjola,515
Avoca Palms Resort,,Avoca Beach,4.5,7.7,avoca-palms-resort-avoca-beach,277
Dungowan Holiday Accommodation,,Erowal Bay,4,8.8,dungowan-holiday-accommodation,404
Travelodge Hotel Sydney Airport,Mascot,Sydney,4,8.4,travelodge-sydney-airport,4064
Hidden Haven Barrington Tops,,Cobark,4.5,8.8,the-tops-organic-retreat,151
Mariners on the Waterfront,,Batemans Bay,4,7.4,mariners-motel,3398
Mercure Kooindah Waters Central Coast,,Wyong,4,7.7,mercure-kooindah-waters-central-coast,691
NRMA Murramarang Beachfront Holiday Resort,,Durras,4,8.5,nrma-murramarang-beachfront-nature-resort,526
